latitude,longitude,time,parent,selfid
50.04686911,14.73041201,1448967696345,106,409
50.20022431,14.67859174,1450920062956,384,410
49.96781185,14.57624682,1450114638417,253,411
50.17866153,14.51788525,1449145937510,57,412
49.8987256,14.60494958,1451556874704,169,413
49.95174866,14.75248206,1450352619299,287,414
50.16270935,14.41000178,1450041069531,312,415
49.93601718,14.70907472,1449952918435,270,416
49.97142298,14.73849352,1449143993608,110,417
50.15519989,14.57539869,1451394384803,169,418
50.0091909,14.58384071,1450395759223,22,419
49.93308366,14.56016574,1450820192757,250,420
49.89881452,14.84706258,1450761316519,338,421
50.06336558,14.71538239,1449552748904,279,422
49.88635934,14.7054159,1449039365322,93,423
50.23971221,14.65870113,1450063839100,139,424
50.16503021,14.68002581,1449355266130,128,425
50.09862446,14.71968889,1449227128695,109,426
49.94811389,14.67744653,1450259786048,140,427
50.20313094,14.48470519,1451593134404,21,428
50.20513916,14.47729728,1450009264695,51,429
49.96254127,14.59779699,1449209250024,145,430
50.20513916,14.47729728,1450500336151,312,431
50.20805446,14.46474516,1451255926230,423,432
50.17723061,14.64685357,1449469516746,289,433
50.20056779,14.59338432,1450755991505,263,434
50.20056779,14.59338432,1450823585155,149,435
49.90359117,14.84804142,1450507124240,368,436
49.95192346,14.74443413,1449827529095,24,437
49.92519739,14.61695979,1449321431755,370,438
50.20056779,14.59338432,1451295702828,335,439
49.97151681,14.69379036,1449491822363,422,440
49.98161707,14.57826966,1451397217906,309,441
50.20514201,14.47730513,1449771946550,81,442
50.15911616,14.60092576,1451541847343,58,443
50.26274849,14.68531555,1450709984236,381,444
50.21376404,14.44010201,1450681978106,437,445
50.15911616,14.60092576,1449124749724,31,446
50.20513916,14.47729728,1450171072573,49,447
50.20219868,14.40666187,1451620785179,245,448
50.20513916,14.47729728,1450542342706,265,449
50.20056779,14.59338432,1450037733256,132,450
49.97142298,14.73849352,1449337651145,65,451
50.20022232,14.67858431,1450533332443,151,452
50.25742642,14.69897798,1450917160400,358,453
50.20513916,14.47729728,1449335118404,67,454
49.98238532,14.56572509,1450270142589,22,455
49.93601464,14.70906864,1449484146146,179,456
50.20513916,14.47729728,1449177414890,115,457
50.20056779,14.59338432,1451335734953,186,458
50.20056779,14.59338432,1451022381383,238,459
49.91511276,14.58821022,1449973407082,411,460
49.98226317,14.76174194,1449479530118,174,461
50.19914982,14.43624204,1449451720110,217,462
49.91610187,14.58208773,1449774422348,1,463
50.20513916,14.47729728,1450073984793,7,464
49.97142298,14.73849352,1449045658368,26,465
50.00798595,14.71580027,1450109993110,53,466
50.14306039,14.61026066,1449073220846,238,467
49.91670816,14.59332179,1450162155172,427,468
49.90984824,14.73805624,1450788448529,104,469
50.20513916,14.47729728,1450353164975,459,470
49.91610187,14.58208773,1449834455705,345,471
49.91511276,14.58821022,1450576770203,325,472
49.91610187,14.58208773,1450377998695,75,473
49.91511276,14.58821022,1451027492786,373,474
49.99167539,14.65426901,1449122444880,142,475
50.20022232,14.67858431,1450151185114,121,476
49.97056849,14.81047571,1451097741437,151,477
50.2020205,14.43444267,1450954091367,141,478
49.93601464,14.70906864,1448950643296,436,479
49.91511276,14.58821022,1449417877029,72,480
49.91610187,14.58208773,1451270243376,97,481
50.20022232,14.67858431,1450241630848,189,482
49.91610187,14.58208773,1450688228720,362,483
50.00677355,14.72328882,1450876896905,357,484
50.21376404,14.44010201,1449243713042,119,485
49.91610187,14.58208773,1449522686918,163,486
49.91610187,14.58208773,1449768292306,193,487
49.98790748,14.62090331,1449895873893,436,488
49.92251834,14.63934345,1450542824216,106,489
49.97056849,14.81047571,1449953179024,149,490
50.18709071,14.66325633,1451411078636,424,491
50.20379429,14.67687572,1450103799408,222,492
50.00792805,14.68077825,1449155496012,132,493
49.99167539,14.65426901,1450944675369,339,494
49.91511276,14.58821022,1451381744438,170,495
49.94659965,14.87885719,1450691829931,252,496
49.91511276,14.58821022,1449884202652,109,497
49.94636109,14.67691857,1451055592574,378,498
49.92251834,14.63934345,1449813271942,25,499
50.1488041,14.40326808,1450955571892,174,500
49.92519739,14.61695979,1450150695291,237,501
50.19281333,14.65352147,1450820654410,321,502
49.92562385,14.5566322,1450077182950,204,503
50.07234535,14.73416763,1450324443589,227,504
49.99403459,14.85921747,1450872796728,283,505
49.99403459,14.85921747,1449575653516,290,506
49.95192346,14.74443413,1450433966923,376,507
50.1649974,14.68004966,1448983781580,66,508
50.15519989,14.57539869,1449799657570,103,509
50.1649974,14.68004966,1449766158179,258,510
50.10104226,14.72765282,1449610247522,2,511
50.20022232,14.67858431,1449743331648,402,512
50.18709071,14.66325633,1449201413733,296,513
49.99403459,14.85921747,1449391933522,236,514
49.89766291,14.84616204,1450308589438,405,515
49.97151681,14.69379036,1449393049167,306,516
50.00173818,14.69392723,1451072384705,171,517
50.00798595,14.71580027,1449686866284,341,518
49.97151681,14.69379036,1450008705196,89,519
49.99394858,14.60222941,1450259398855,517,520
49.89540055,14.71809238,1449799548058,347,521
50.14182283,14.79495905,1449117120917,60,522
50.14882867,14.40329052,1450249783212,453,523
49.88265772,14.77450696,1449667988423,331,524
49.90151357,14.5824209,1449827317742,506,525
50.15322291,14.61177777,1450553307609,25,526
49.92562385,14.5566322,1449852232396,492,527
49.89347336,14.61586218,1449724813481,302,528
49.89734354,14.57375013,1449271015817,106,529
50.17321469,14.55420658,1449039520050,9,530
49.99161564,14.83882731,1450103810588,61,531
49.9022084,14.56921072,1451623926277,306,532
49.93654954,14.67150071,1450806357933,211,533
50.00739641,14.71459615,1451293156745,56,534
50.23619878,14.70258217,1450688293153,417,535
50.01278476,14.67158365,1451234533151,462,536
50.10630557,14.70472937,1450292809605,424,537
50.15547813,14.59920402,1451411031926,309,538
49.90701987,14.55722708,1450047980683,63,539
50.14219312,14.69302275,1449490865495,74,540
49.91432669,14.68275071,1449632395540,435,541
49.94811389,14.67744653,1449009718699,372,542
49.94764918,14.67710378,1451432306726,290,543
50.20379429,14.67687572,1450649255953,435,544
50.20022232,14.67858431,1449576113673,286,545
50.11238102,14.69241399,1449879452183,222,546
50.18592627,14.49505897,1449792279143,58,547
49.93601464,14.70906864,1451569768239,97,548
50.14182283,14.79495905,1450655433178,254,549
49.9090766,14.59631068,1450052617498,253,550
49.99544518,14.66553405,1450689252581,275,551
49.99167539,14.65426901,1450165804464,122,552
50.23619878,14.70258217,1450923911777,54,553
50.10845291,14.68013153,1450705689320,414,554
50.10845291,14.68013153,1450728793406,171,555
50.03903813,14.6853999,1450693799947,372,556
50.222582,14.64741294,1449479961636,313,557
49.89535312,14.5597169,1451216553718,65,558
50.11024866,14.67549607,1450143533245,277,559
50.20513916,14.47729728,1449977063127,355,560
49.92562385,14.5566322,1450404420158,348,561
50.20514201,14.47730513,1451062322320,547,562
50.04022796,14.71004096,1451506778256,430,563
50.20022232,14.67858431,1450669958448,256,564
50.03100189,14.6685103,1451594289967,554,565
49.94835636,14.65072563,1449657353716,246,566
50.2265882,14.46941961,1449840657636,532,567
50.03100189,14.6685103,1449629810853,522,568
49.97142298,14.73849352,1450008821818,435,569
50.17598731,14.4114812,1450150298473,262,570
49.89766517,14.84616769,1450360222119,172,571
50.19197574,14.4935741,1449517072190,469,572
49.94811389,14.67744653,1451163072721,431,573
49.98226317,14.76174194,1449653116587,520,574
50.03903813,14.6853999,1449414013544,180,575
50.20861834,14.37892202,1450102092017,251,576
50.05664384,14.66940586,1450627765383,139,577
50.05664384,14.66940586,1450164472436,420,578
49.95174866,14.75248206,1449157910842,41,579
49.92251834,14.63934345,1451623079241,203,580
50.20379429,14.67687572,1449736003177,369,581
50.01466316,14.6992821,1450817521313,45,582
49.90878899,14.70808519,1450172718669,321,583
50.25742642,14.69897798,1450429387934,287,584
49.93601576,14.70906863,1449106619349,353,585
49.92619059,14.72312738,1450580771841,233,586
49.93601576,14.70906863,1449155824382,276,587
49.91564401,14.60198246,1449796667804,6,588
49.95841007,14.71851669,1450315932871,416,589
49.95860596,14.68526296,1450504568705,37,590
49.98082794,14.63526732,1450342839539,127,591
50.16799331,14.4511755,1450269658974,319,592
49.95860596,14.68526296,1451194662100,297,593
49.93601464,14.70906864,1451421234520,559,594
50.22953982,14.6294498,1450497754398,562,595
50.19799427,14.51991528,1451005728036,76,596
50.19079987,14.38340755,1450805446483,315,597
50.17831697,14.41844828,1449403389821,58,598
-1150964519,4860714416,1450359749344,300,599
50.1794054,14.48101609,1450763928227,459,600
49.88770391,14.86403913,1450638287807,511,601
49.89122586,14.56544815,1449209387844,472,602
49.98226543,14.76174846,1449870067980,304,603
50.13779223,14.6167654,1449476514225,137,604
50.00990458,14.72046606,1450920398640,536,605
50.20022232,14.67858431,1451070338976,219,606
49.90151669,14.5824274,1451293028871,77,607
50.19079987,14.38340755,1451125740721,488,608
49.92619059,14.72312738,1450616402855,371,609
49.95860596,14.68526296,1451294647617,407,610
49.93601464,14.70906864,1449435752843,578,611
49.95841007,14.71851669,1450595624535,484,612
49.93601464,14.70906864,1449886969718,253,613
49.94198829,14.73503806,1450551162901,383,614
50.05664384,14.66940586,1450570941198,268,615
50.22953982,14.6294498,1450774121078,331,616
50.17990105,14.73660611,1449513903408,356,617
50.15508153,14.58018243,1449303845235,343,618
50.17751231,14.52238196,1451544098705,586,619
50.11577664,14.69922972,1449763010906,122,620
50.11577664,14.69922972,1448961046091,380,621
50.11577664,14.69922972,1450641347566,108,622
50.24361475,14.45507768,1451623219719,255,623
49.92562385,14.5566322,1450054898959,169,624
50.11577664,14.69922972,1450940235515,108,625
50.18673309,14.45787058,1450653372558,98,626
49.99167539,14.65426901,1449669266832,589,627
50.04022796,14.71004096,1450766067437,318,628
49.95427537,14.7471043,1449364632744,255,629
49.98226317,14.76174194,1449224893181,560,630
49.90167305,14.80561915,1449536505517,434,631
50.15527567,14.58312831,1449987491944,373,632
49.97142298,14.73849352,1450413564383,345,633
50.11577664,14.69922972,1450349482483,565,634
49.91432669,14.68275071,1449912417522,211,635
50.04022796,14.71004096,1449036636148,573,636
